state,year,week,date2,deaths,date,month
New Hampshire,2014,42,10/18/2014,226,2014-10-18T04:00:00Z,10
New Hampshire,2014,43,10/25/2014,229,2014-10-25T04:00:00Z,10
New Hampshire,2014,44,11/01/2014,206,2014-11-01T04:00:00Z,11
New Hampshire,2014,45,11/08/2014,216,2014-11-08T05:00:00Z,11
New Hampshire,2014,46,11/15/2014,240,2014-11-15T05:00:00Z,11
New Hampshire,2014,47,11/22/2014,215,2014-11-22T05:00:00Z,11
New Hampshire,2014,48,11/29/2014,271,2014-11-29T05:00:00Z,11
New Hampshire,2014,49,12/06/2014,216,2014-12-06T05:00:00Z,12
New Hampshire,2014,50,12/13/2014,228,2014-12-13T05:00:00Z,12
New Hampshire,2014,51,12/20/2014,195,2014-12-20T05:00:00Z,12
New Hampshire,2014,52,12/27/2014,195,2014-12-27T05:00:00Z,12
New Hampshire,2014,53,01/03/2015,258,2015-01-03T05:00:00Z,1
New Hampshire,2015,1,01/10/2015,262,2015-01-10T05:00:00Z,1
New Hampshire,2015,2,01/17/2015,241,2015-01-17T05:00:00Z,1
New Hampshire,2015,3,01/24/2015,270,2015-01-24T05:00:00Z,1
New Hampshire,2015,4,01/31/2015,264,2015-01-31T05:00:00Z,1
New Hampshire,2015,5,02/07/2015,285,2015-02-07T05:00:00Z,2
New Hampshire,2015,6,02/14/2015,287,2015-02-14T05:00:00Z,2
New Hampshire,2015,7,02/21/2015,239,2015-02-21T05:00:00Z,2
New Hampshire,2015,8,02/28/2015,249,2015-02-28T05:00:00Z,2
New Hampshire,2015,9,03/07/2015,221,2015-03-07T05:00:00Z,3
New Hampshire,2015,10,03/14/2015,230,2015-03-14T04:00:00Z,3
New Hampshire,2015,11,03/21/2015,233,2015-03-21T04:00:00Z,3
New Hampshire,2015,12,03/28/2015,243,2015-03-28T04:00:00Z,3
New Hampshire,2015,13,04/04/2015,204,2015-04-04T04:00:00Z,4
New Hampshire,2015,14,04/11/2015,237,2015-04-11T04:00:00Z,4
New Hampshire,2015,15,04/18/2015,228,2015-04-18T04:00:00Z,4
New Hampshire,2015,16,04/25/2015,249,2015-04-25T04:00:00Z,4
New Hampshire,2015,17,05/02/2015,211,2015-05-02T04:00:00Z,5
New Hampshire,2015,18,05/09/2015,250,2015-05-09T04:00:00Z,5
New Hampshire,2015,19,05/16/2015,219,2015-05-16T04:00:00Z,5
New Hampshire,2015,20,05/23/2015,191,2015-05-23T04:00:00Z,5
New Hampshire,2015,21,05/30/2015,229,2015-05-30T04:00:00Z,5
New Hampshire,2015,22,06/06/2015,227,2015-06-06T04:00:00Z,6
New Hampshire,2015,23,06/13/2015,188,2015-06-13T04:00:00Z,6
New Hampshire,2015,24,06/20/2015,207,2015-06-20T04:00:00Z,6
New Hampshire,2015,25,06/27/2015,231,2015-06-27T04:00:00Z,6
New Hampshire,2015,26,07/04/2015,205,2015-07-04T04:00:00Z,7
New Hampshire,2015,27,07/11/2015,224,2015-07-11T04:00:00Z,7
New Hampshire,2015,28,07/18/2015,234,2015-07-18T04:00:00Z,7
New Hampshire,2015,29,07/25/2015,217,2015-07-25T04:00:00Z,7
New Hampshire,2015,30,08/01/2015,188,2015-08-01T04:00:00Z,8
New Hampshire,2015,31,08/08/2015,212,2015-08-08T04:00:00Z,8
New Hampshire,2015,32,08/15/2015,202,2015-08-15T04:00:00Z,8
New Hampshire,2015,33,08/22/2015,213,2015-08-22T04:00:00Z,8
New Hampshire,2015,34,08/29/2015,190,2015-08-29T04:00:00Z,8
New Hampshire,2015,35,09/05/2015,208,2015-09-05T04:00:00Z,9
New Hampshire,2015,36,09/12/2015,213,2015-09-12T04:00:00Z,9
New Hampshire,2015,37,09/19/2015,199,2015-09-19T04:00:00Z,9
New Hampshire,2015,38,09/26/2015,228,2015-09-26T04:00:00Z,9
New Hampshire,2015,39,10/03/2015,223,2015-10-03T04:00:00Z,10
New Hampshire,2015,40,10/10/2015,223,2015-10-10T04:00:00Z,10
New Hampshire,2015,41,10/17/2015,248,2015-10-17T04:00:00Z,10
New Hampshire,2015,42,10/24/2015,213,2015-10-24T04:00:00Z,10
New Hampshire,2015,43,10/31/2015,200,2015-10-31T04:00:00Z,10
New Hampshire,2015,44,11/07/2015,252,2015-11-07T05:00:00Z,11
New Hampshire,2015,45,11/14/2015,213,2015-11-14T05:00:00Z,11
New Hampshire,2015,46,11/21/2015,212,2015-11-21T05:00:00Z,11
New Hampshire,2015,47,11/28/2015,213,2015-11-28T05:00:00Z,11
New Hampshire,2015,48,12/05/2015,213,2015-12-05T05:00:00Z,12
New Hampshire,2015,49,12/12/2015,216,2015-12-12T05:00:00Z,12
New Hampshire,2015,50,12/19/2015,189,2015-12-19T05:00:00Z,12
New Hampshire,2015,51,12/26/2015,207,2015-12-26T05:00:00Z,12
New Hampshire,2015,52,01/02/2016,230,2016-01-02T05:00:00Z,1
New Hampshire,2016,1,01/09/2016,251,2016-01-09T05:00:00Z,1
New Hampshire,2016,2,01/16/2016,222,2016-01-16T05:00:00Z,1
New Hampshire,2016,3,01/23/2016,239,2016-01-23T05:00:00Z,1
New Hampshire,2016,4,01/30/2016,226,2016-01-30T05:00:00Z,1
New Hampshire,2016,5,02/06/2016,235,2016-02-06T05:00:00Z,2
New Hampshire,2016,6,02/13/2016,254,2016-02-13T05:00:00Z,2
New Hampshire,2016,7,02/20/2016,245,2016-02-20T05:00:00Z,2
New Hampshire,2016,8,02/27/2016,238,2016-02-27T05:00:00Z,2
New Hampshire,2016,9,03/05/2016,229,2016-03-05T05:00:00Z,3
New Hampshire,2016,10,03/12/2016,229,2016-03-12T05:00:00Z,3
New Hampshire,2016,11,03/19/2016,204,2016-03-19T04:00:00Z,3
New Hampshire,2016,12,03/26/2016,248,2016-03-26T04:00:00Z,3
New Hampshire,2016,13,04/02/2016,228,2016-04-02T04:00:00Z,4
New Hampshire,2016,14,04/09/2016,249,2016-04-09T04:00:00Z,4
New Hampshire,2016,15,04/16/2016,234,2016-04-16T04:00:00Z,4
New Hampshire,2016,16,04/23/2016,240,2016-04-23T04:00:00Z,4
New Hampshire,2016,17,04/30/2016,205,2016-04-30T04:00:00Z,4
New Hampshire,2016,18,05/07/2016,212,2016-05-07T04:00:00Z,5
New Hampshire,2016,19,05/14/2016,216,2016-05-14T04:00:00Z,5
New Hampshire,2016,20,05/21/2016,213,2016-05-21T04:00:00Z,5
New Hampshire,2016,21,05/28/2016,211,2016-05-28T04:00:00Z,5
New Hampshire,2016,22,06/04/2016,208,2016-06-04T04:00:00Z,6
New Hampshire,2016,23,06/11/2016,219,2016-06-11T04:00:00Z,6
New Hampshire,2016,24,06/18/2016,191,2016-06-18T04:00:00Z,6
New Hampshire,2016,25,06/25/2016,222,2016-06-25T04:00:00Z,6
New Hampshire,2016,26,07/02/2016,234,2016-07-02T04:00:00Z,7
New Hampshire,2016,27,07/09/2016,223,2016-07-09T04:00:00Z,7
New Hampshire,2016,28,07/16/2016,194,2016-07-16T04:00:00Z,7
New Hampshire,2016,29,07/23/2016,235,2016-07-23T04:00:00Z,7
New Hampshire,2016,30,07/30/2016,236,2016-07-30T04:00:00Z,7
New Hampshire,2016,31,08/06/2016,205,2016-08-06T04:00:00Z,8
New Hampshire,2016,32,08/13/2016,206,2016-08-13T04:00:00Z,8
New Hampshire,2016,33,08/20/2016,217,2016-08-20T04:00:00Z,8
New Hampshire,2016,34,08/27/2016,217,2016-08-27T04:00:00Z,8
New Hampshire,2016,35,09/03/2016,198,2016-09-03T04:00:00Z,9
New Hampshire,2016,36,09/10/2016,225,2016-09-10T04:00:00Z,9
New Hampshire,2016,37,09/17/2016,244,2016-09-17T04:00:00Z,9
New Hampshire,2016,38,09/24/2016,223,2016-09-24T04:00:00Z,9
New Hampshire,2016,39,10/01/2016,222,2016-10-01T04:00:00Z,10
New Hampshire,2016,40,10/08/2016,255,2016-10-08T04:00:00Z,10
New Hampshire,2016,41,10/15/2016,228,2016-10-15T04:00:00Z,10
New Hampshire,2016,42,10/22/2016,227,2016-10-22T04:00:00Z,10
New Hampshire,2016,43,10/29/2016,243,2016-10-29T04:00:00Z,10
New Hampshire,2016,44,11/05/2016,224,2016-11-05T04:00:00Z,11
New Hampshire,2016,45,11/12/2016,227,2016-11-12T05:00:00Z,11
New Hampshire,2016,46,11/19/2016,220,2016-11-19T05:00:00Z,11
New Hampshire,2016,47,11/26/2016,243,2016-11-26T05:00:00Z,11
New Hampshire,2016,48,12/03/2016,223,2016-12-03T05:00:00Z,12
New Hampshire,2016,49,12/10/2016,253,2016-12-10T05:00:00Z,12
New Hampshire,2016,50,12/17/2016,243,2016-12-17T05:00:00Z,12
New Hampshire,2016,51,12/24/2016,247,2016-12-24T05:00:00Z,12
New Hampshire,2016,52,12/31/2016,252,2016-12-31T05:00:00Z,12
New Hampshire,2017,1,01/07/2017,236,2017-01-07T05:00:00Z,1
New Hampshire,2017,2,01/14/2017,274,2017-01-14T05:00:00Z,1
New Hampshire,2017,3,01/21/2017,244,2017-01-21T05:00:00Z,1
New Hampshire,2017,4,01/28/2017,241,2017-01-28T05:00:00Z,1
New Hampshire,2017,5,02/04/2017,250,2017-02-04T05:00:00Z,2
New Hampshire,2017,6,02/11/2017,259,2017-02-11T05:00:00Z,2
New Hampshire,2017,7,02/18/2017,262,2017-02-18T05:00:00Z,2
New Hampshire,2017,8,02/25/2017,250,2017-02-25T05:00:00Z,2
New Hampshire,2017,9,03/04/2017,247,2017-03-04T05:00:00Z,3
New Hampshire,2017,10,03/11/2017,276,2017-03-11T05:00:00Z,3
New Hampshire,2017,11,03/18/2017,233,2017-03-18T04:00:00Z,3
New Hampshire,2017,12,03/25/2017,229,2017-03-25T04:00:00Z,3
New Hampshire,2017,13,04/01/2017,234,2017-04-01T04:00:00Z,4
New Hampshire,2017,14,04/08/2017,245,2017-04-08T04:00:00Z,4
New Hampshire,2017,15,04/15/2017,219,2017-04-15T04:00:00Z,4
New Hampshire,2017,16,04/22/2017,250,2017-04-22T04:00:00Z,4
New Hampshire,2017,17,04/29/2017,240,2017-04-29T04:00:00Z,4
New Hampshire,2017,18,05/06/2017,239,2017-05-06T04:00:00Z,5
New Hampshire,2017,19,05/13/2017,234,2017-05-13T04:00:00Z,5
New Hampshire,2017,20,05/20/2017,222,2017-05-20T04:00:00Z,5
New Hampshire,2017,21,05/27/2017,190,2017-05-27T04:00:00Z,5
New Hampshire,2017,22,06/03/2017,227,2017-06-03T04:00:00Z,6
New Hampshire,2017,23,06/10/2017,224,2017-06-10T04:00:00Z,6
New Hampshire,2017,24,06/17/2017,234,2017-06-17T04:00:00Z,6
New Hampshire,2017,25,06/24/2017,210,2017-06-24T04:00:00Z,6
New Hampshire,2017,26,07/01/2017,223,2017-07-01T04:00:00Z,7
New Hampshire,2017,27,07/08/2017,236,2017-07-08T04:00:00Z,7
New Hampshire,2017,28,07/15/2017,211,2017-07-15T04:00:00Z,7
New Hampshire,2017,29,07/22/2017,236,2017-07-22T04:00:00Z,7
New Hampshire,2017,30,07/29/2017,220,2017-07-29T04:00:00Z,7
New Hampshire,2017,31,08/05/2017,253,2017-08-05T04:00:00Z,8
New Hampshire,2017,32,08/12/2017,241,2017-08-12T04:00:00Z,8
New Hampshire,2017,33,08/19/2017,234,2017-08-19T04:00:00Z,8
New Hampshire,2017,34,08/26/2017,224,2017-08-26T04:00:00Z,8
New Hampshire,2017,35,09/02/2017,234,2017-09-02T04:00:00Z,9
New Hampshire,2017,36,09/09/2017,254,2017-09-09T04:00:00Z,9
New Hampshire,2017,37,09/16/2017,225,2017-09-16T04:00:00Z,9
New Hampshire,2017,38,09/23/2017,208,2017-09-23T04:00:00Z,9
New Hampshire,2017,39,09/30/2017,213,2017-09-30T04:00:00Z,9
New Hampshire,2017,40,10/07/2017,234,2017-10-07T04:00:00Z,10
New Hampshire,2017,41,10/14/2017,232,2017-10-14T04:00:00Z,10
New Hampshire,2017,42,10/21/2017,222,2017-10-21T04:00:00Z,10
New Hampshire,2017,43,10/28/2017,231,2017-10-28T04:00:00Z,10
New Hampshire,2017,44,11/04/2017,257,2017-11-04T04:00:00Z,11
New Hampshire,2017,45,11/11/2017,240,2017-11-11T05:00:00Z,11
New Hampshire,2017,46,11/18/2017,209,2017-11-18T05:00:00Z,11
New Hampshire,2017,47,11/25/2017,236,2017-11-25T05:00:00Z,11
New Hampshire,2017,48,12/02/2017,248,2017-12-02T05:00:00Z,12
New Hampshire,2017,49,12/09/2017,231,2017-12-09T05:00:00Z,12
New Hampshire,2017,50,12/16/2017,251,2017-12-16T05:00:00Z,12
New Hampshire,2017,51,12/23/2017,246,2017-12-23T05:00:00Z,12
New Hampshire,2017,52,12/30/2017,235,2017-12-30T05:00:00Z,12
New Hampshire,2018,1,01/06/2018,264,2018-01-06T05:00:00Z,1
New Hampshire,2018,2,01/13/2018,276,2018-01-13T05:00:00Z,1
New Hampshire,2018,3,01/20/2018,232,2018-01-20T05:00:00Z,1
New Hampshire,2018,4,01/27/2018,266,2018-01-27T05:00:00Z,1
New Hampshire,2018,5,02/03/2018,276,2018-02-03T05:00:00Z,2
New Hampshire,2018,6,02/10/2018,265,2018-02-10T05:00:00Z,2
New Hampshire,2018,7,02/17/2018,274,2018-02-17T05:00:00Z,2
New Hampshire,2018,8,02/24/2018,271,2018-02-24T05:00:00Z,2
New Hampshire,2018,9,03/03/2018,225,2018-03-03T05:00:00Z,3
New Hampshire,2018,10,03/10/2018,256,2018-03-10T05:00:00Z,3
New Hampshire,2018,11,03/17/2018,223,2018-03-17T04:00:00Z,3
New Hampshire,2018,12,03/24/2018,209,2018-03-24T04:00:00Z,3
New Hampshire,2018,13,03/31/2018,229,2018-03-31T04:00:00Z,3
New Hampshire,2018,14,04/07/2018,256,2018-04-07T04:00:00Z,4
New Hampshire,2018,15,04/14/2018,220,2018-04-14T04:00:00Z,4
New Hampshire,2018,16,04/21/2018,248,2018-04-21T04:00:00Z,4
New Hampshire,2018,17,04/28/2018,252,2018-04-28T04:00:00Z,4
New Hampshire,2018,18,05/05/2018,227,2018-05-05T04:00:00Z,5
New Hampshire,2018,19,05/12/2018,250,2018-05-12T04:00:00Z,5
New Hampshire,2018,20,05/19/2018,242,2018-05-19T04:00:00Z,5
New Hampshire,2018,21,05/26/2018,224,2018-05-26T04:00:00Z,5
New Hampshire,2018,22,06/02/2018,230,2018-06-02T04:00:00Z,6
New Hampshire,2018,23,06/09/2018,198,2018-06-09T04:00:00Z,6
New Hampshire,2018,24,06/16/2018,230,2018-06-16T04:00:00Z,6
New Hampshire,2018,25,06/23/2018,237,2018-06-23T04:00:00Z,6
New Hampshire,2018,26,06/30/2018,214,2018-06-30T04:00:00Z,6
New Hampshire,2018,27,07/07/2018,214,2018-07-07T04:00:00Z,7
New Hampshire,2018,28,07/14/2018,218,2018-07-14T04:00:00Z,7
New Hampshire,2018,29,07/21/2018,248,2018-07-21T04:00:00Z,7
New Hampshire,2018,30,07/28/2018,234,2018-07-28T04:00:00Z,7
New Hampshire,2018,31,08/04/2018,231,2018-08-04T04:00:00Z,8
New Hampshire,2018,32,08/11/2018,191,2018-08-11T04:00:00Z,8
New Hampshire,2018,33,08/18/2018,235,2018-08-18T04:00:00Z,8
New Hampshire,2018,34,08/25/2018,235,2018-08-25T04:00:00Z,8
New Hampshire,2018,35,09/01/2018,240,2018-09-01T04:00:00Z,9
New Hampshire,2018,36,09/08/2018,213,2018-09-08T04:00:00Z,9
New Hampshire,2018,37,09/15/2018,235,2018-09-15T04:00:00Z,9
New Hampshire,2018,38,09/22/2018,259,2018-09-22T04:00:00Z,9
New Hampshire,2018,39,09/29/2018,232,2018-09-29T04:00:00Z,9
New Hampshire,2018,40,10/06/2018,261,2018-10-06T04:00:00Z,10
New Hampshire,2018,41,10/13/2018,268,2018-10-13T04:00:00Z,10
New Hampshire,2018,42,10/20/2018,249,2018-10-20T04:00:00Z,10
New Hampshire,2018,43,10/27/2018,253,2018-10-27T04:00:00Z,10
New Hampshire,2018,44,11/03/2018,239,2018-11-03T04:00:00Z,11
New Hampshire,2018,45,11/10/2018,220,2018-11-10T05:00:00Z,11
New Hampshire,2018,46,11/17/2018,227,2018-11-17T05:00:00Z,11
New Hampshire,2018,47,11/24/2018,225,2018-11-24T05:00:00Z,11
New Hampshire,2018,48,12/01/2018,246,2018-12-01T05:00:00Z,12
New Hampshire,2018,49,12/08/2018,240,2018-12-08T05:00:00Z,12
New Hampshire,2018,50,12/15/2018,253,2018-12-15T05:00:00Z,12
New Hampshire,2018,51,12/22/2018,225,2018-12-22T05:00:00Z,12
New Hampshire,2018,52,12/29/2018,282,2018-12-29T05:00:00Z,12
New Jersey,2014,1,01/04/2014,777,2014-01-04T05:00:00Z,1
New Jersey,2014,2,01/11/2014,1519,2014-01-11T05:00:00Z,1
New Jersey,2014,3,01/18/2014,1448,2014-01-18T05:00:00Z,1
New Jersey,2014,4,01/25/2014,1382,2014-01-25T05:00:00Z,1
New Jersey,2014,5,02/01/2014,1452,2014-02-01T05:00:00Z,2
New Jersey,2014,6,02/08/2014,1412,2014-02-08T05:00:00Z,2
New Jersey,2014,7,02/15/2014,1467,2014-02-15T05:00:00Z,2
New Jersey,2014,8,02/22/2014,1511,2014-02-22T05:00:00Z,2
New Jersey,2014,9,03/01/2014,1327,2014-03-01T05:00:00Z,3
New Jersey,2014,10,03/08/2014,1381,2014-03-08T05:00:00Z,3
New Jersey,2014,11,03/15/2014,1414,2014-03-15T04:00:00Z,3
New Jersey,2014,12,03/22/2014,1413,2014-03-22T04:00:00Z,3
New Jersey,2014,13,03/29/2014,1389,2014-03-29T04:00:00Z,3
New Jersey,2014,14,04/05/2014,1460,2014-04-05T04:00:00Z,4
New Jersey,2014,15,04/12/2014,1451,2014-04-12T04:00:00Z,4
New Jersey,2014,16,04/19/2014,1359,2014-04-19T04:00:00Z,4
New Jersey,2014,17,04/26/2014,1429,2014-04-26T04:00:00Z,4
New Jersey,2014,18,05/03/2014,1356,2014-05-03T04:00:00Z,5
New Jersey,2014,19,05/10/2014,1373,2014-05-10T04:00:00Z,5
New Jersey,2014,20,05/17/2014,1286,2014-05-17T04:00:00Z,5
New Jersey,2014,21,05/24/2014,1340,2014-05-24T04:00:00Z,5
New Jersey,2014,22,05/31/2014,1317,2014-05-31T04:00:00Z,5
New Jersey,2014,23,06/07/2014,1233,2014-06-07T04:00:00Z,6
New Jersey,2014,24,06/14/2014,1340,2014-06-14T04:00:00Z,6
New Jersey,2014,25,06/21/2014,1273,2014-06-21T04:00:00Z,6
New Jersey,2014,26,06/28/2014,1297,2014-06-28T04:00:00Z,6
New Jersey,2014,27,07/05/2014,1315,2014-07-05T04:00:00Z,7
New Jersey,2014,28,07/12/2014,1241,2014-07-12T04:00:00Z,7
New Jersey,2014,29,07/19/2014,1239,2014-07-19T04:00:00Z,7
New Jersey,2014,30,07/26/2014,1236,2014-07-26T04:00:00Z,7
New Jersey,2014,31,08/02/2014,1222,2014-08-02T04:00:00Z,8
New Jersey,2014,32,08/09/2014,1101,2014-08-09T04:00:00Z,8
New Jersey,2014,33,08/16/2014,1187,2014-08-16T04:00:00Z,8
New Jersey,2014,34,08/23/2014,1282,2014-08-23T04:00:00Z,8
New Jersey,2014,35,08/30/2014,1220,2014-08-30T04:00:00Z,8
New Jersey,2014,36,09/06/2014,1238,2014-09-06T04:00:00Z,9
New Jersey,2014,37,09/13/2014,1155,2014-09-13T04:00:00Z,9
New Jersey,2014,38,09/20/2014,1275,2014-09-20T04:00:00Z,9
New Jersey,2014,39,09/27/2014,1293,2014-09-27T04:00:00Z,9
New Jersey,2014,40,10/04/2014,1344,2014-10-04T04:00:00Z,10
New Jersey,2014,41,10/11/2014,1362,2014-10-11T04:00:00Z,10
New Jersey,2014,42,10/18/2014,1303,2014-10-18T04:00:00Z,10
New Jersey,2014,43,10/25/2014,1324,2014-10-25T04:00:00Z,10
New Jersey,2014,44,11/01/2014,1237,2014-11-01T04:00:00Z,11
New Jersey,2014,45,11/08/2014,1384,2014-11-08T05:00:00Z,11
New Jersey,2014,46,11/15/2014,1338,2014-11-15T05:00:00Z,11
New Jersey,2014,47,11/22/2014,1363,2014-11-22T05:00:00Z,11
New Jersey,2014,48,11/29/2014,1321,2014-11-29T05:00:00Z,11
New Jersey,2014,49,12/06/2014,1453,2014-12-06T05:00:00Z,12
New Jersey,2014,50,12/13/2014,1381,2014-12-13T05:00:00Z,12
New Jersey,2014,51,12/20/2014,1423,2014-12-20T05:00:00Z,12
New Jersey,2014,52,12/27/2014,1409,2014-12-27T05:00:00Z,12
New Jersey,2014,53,01/03/2015,1463,2015-01-03T05:00:00Z,1
New Jersey,2015,1,01/10/2015,1597,2015-01-10T05:00:00Z,1
New Jersey,2015,2,01/17/2015,1689,2015-01-17T05:00:00Z,1
New Jersey,2015,3,01/24/2015,1677,2015-01-24T05:00:00Z,1
New Jersey,2015,4,01/31/2015,1648,2015-01-31T05:00:00Z,1
New Jersey,2015,5,02/07/2015,1580,2015-02-07T05:00:00Z,2
New Jersey,2015,6,02/14/2015,1575,2015-02-14T05:00:00Z,2
New Jersey,2015,7,02/21/2015,1548,2015-02-21T05:00:00Z,2
New Jersey,2015,8,02/28/2015,1563,2015-02-28T05:00:00Z,2
New Jersey,2015,9,03/07/2015,1463,2015-03-07T05:00:00Z,3
New Jersey,2015,10,03/14/2015,1501,2015-03-14T04:00:00Z,3
New Jersey,2015,11,03/21/2015,1467,2015-03-21T04:00:00Z,3
New Jersey,2015,12,03/28/2015,1398,2015-03-28T04:00:00Z,3
New Jersey,2015,13,04/04/2015,1389,2015-04-04T04:00:00Z,4
New Jersey,2015,14,04/11/2015,1439,2015-04-11T04:00:00Z,4
New Jersey,2015,15,04/18/2015,1385,2015-04-18T04:00:00Z,4
New Jersey,2015,16,04/25/2015,1278,2015-04-25T04:00:00Z,4
New Jersey,2015,17,05/02/2015,1339,2015-05-02T04:00:00Z,5
New Jersey,2015,18,05/09/2015,1336,2015-05-09T04:00:00Z,5
New Jersey,2015,19,05/16/2015,1318,2015-05-16T04:00:00Z,5
New Jersey,2015,20,05/23/2015,1261,2015-05-23T04:00:00Z,5
New Jersey,2015,21,05/30/2015,1282,2015-05-30T04:00:00Z,5
New Jersey,2015,22,06/06/2015,1281,2015-06-06T04:00:00Z,6
New Jersey,2015,23,06/13/2015,1317,2015-06-13T04:00:00Z,6
New Jersey,2015,24,06/20/2015,1274,2015-06-20T04:00:00Z,6
New Jersey,2015,25,06/27/2015,1280,2015-06-27T04:00:00Z,6
New Jersey,2015,26,07/04/2015,1329,2015-07-04T04:00:00Z,7
New Jersey,2015,27,07/11/2015,1283,2015-07-11T04:00:00Z,7
New Jersey,2015,28,07/18/2015,1277,2015-07-18T04:00:00Z,7
New Jersey,2015,29,07/25/2015,1246,2015-07-25T04:00:00Z,7
New Jersey,2015,30,08/01/2015,1252,2015-08-01T04:00:00Z,8
New Jersey,2015,31,08/08/2015,1302,2015-08-08T04:00:00Z,8
New Jersey,2015,32,08/15/2015,1270,2015-08-15T04:00:00Z,8
New Jersey,2015,33,08/22/2015,1204,2015-08-22T04:00:00Z,8
New Jersey,2015,34,08/29/2015,1256,2015-08-29T04:00:00Z,8
New Jersey,2015,35,09/05/2015,1283,2015-09-05T04:00:00Z,9
New Jersey,2015,36,09/12/2015,1226,2015-09-12T04:00:00Z,9
New Jersey,2015,37,09/19/2015,1259,2015-09-19T04:00:00Z,9
New Jersey,2015,38,09/26/2015,1295,2015-09-26T04:00:00Z,9
New Jersey,2015,39,10/03/2015,1245,2015-10-03T04:00:00Z,10
New Jersey,2015,40,10/10/2015,1389,2015-10-10T04:00:00Z,10
New Jersey,2015,41,10/17/2015,1337,2015-10-17T04:00:00Z,10
New Jersey,2015,42,10/24/2015,1343,2015-10-24T04:00:00Z,10
New Jersey,2015,43,10/31/2015,1294,2015-10-31T04:00:00Z,10
New Jersey,2015,44,11/07/2015,1350,2015-11-07T05:00:00Z,11
New Jersey,2015,45,11/14/2015,1322,2015-11-14T05:00:00Z,11
New Jersey,2015,46,11/21/2015,1278,2015-11-21T05:00:00Z,11
New Jersey,2015,47,11/28/2015,1323,2015-11-28T05:00:00Z,11
New Jersey,2015,48,12/05/2015,1314,2015-12-05T05:00:00Z,12
New Jersey,2015,49,12/12/2015,1343,2015-12-12T05:00:00Z,12
New Jersey,2015,50,12/19/2015,1351,2015-12-19T05:00:00Z,12
New Jersey,2015,51,12/26/2015,1323,2015-12-26T05:00:00Z,12
New Jersey,2015,52,01/02/2016,1325,2016-01-02T05:00:00Z,1
New Jersey,2016,1,01/09/2016,1433,2016-01-09T05:00:00Z,1
New Jersey,2016,2,01/16/2016,1497,2016-01-16T05:00:00Z,1
New Jersey,2016,3,01/23/2016,1422,2016-01-23T05:00:00Z,1
New Jersey,2016,4,01/30/2016,1465,2016-01-30T05:00:00Z,1
New Jersey,2016,5,02/06/2016,1478,2016-02-06T05:00:00Z,2
New Jersey,2016,6,02/13/2016,1418,2016-02-13T05:00:00Z,2
New Jersey,2016,7,02/20/2016,1408,2016-02-20T05:00:00Z,2
New Jersey,2016,8,02/27/2016,1391,2016-02-27T05:00:00Z,2
New Jersey,2016,9,03/05/2016,1476,2016-03-05T05:00:00Z,3
New Jersey,2016,10,03/12/2016,1453,2016-03-12T05:00:00Z,3
New Jersey,2016,11,03/19/2016,1473,2016-03-19T04:00:00Z,3
New Jersey,2016,12,03/26/2016,1526,2016-03-26T04:00:00Z,3
New Jersey,2016,13,04/02/2016,1347,2016-04-02T04:00:00Z,4
New Jersey,2016,14,04/09/2016,1358,2016-04-09T04:00:00Z,4
New Jersey,2016,15,04/16/2016,1405,2016-04-16T04:00:00Z,4
New Jersey,2016,16,04/23/2016,1429,2016-04-23T04:00:00Z,4
New Jersey,2016,17,04/30/2016,1372,2016-04-30T04:00:00Z,4
New Jersey,2016,18,05/07/2016,1295,2016-05-07T04:00:00Z,5
New Jersey,2016,19,05/14/2016,1340,2016-05-14T04:00:00Z,5
New Jersey,2016,20,05/21/2016,1335,2016-05-21T04:00:00Z,5
New Jersey,2016,21,05/28/2016,1308,2016-05-28T04:00:00Z,5
New Jersey,2016,22,06/04/2016,1297,2016-06-04T04:00:00Z,6
New Jersey,2016,23,06/11/2016,1268,2016-06-11T04:00:00Z,6
New Jersey,2016,24,06/18/2016,1378,2016-06-18T04:00:00Z,6
New Jersey,2016,25,06/25/2016,1266,2016-06-25T04:00:00Z,6
New Jersey,2016,26,07/02/2016,1310,2016-07-02T04:00:00Z,7
New Jersey,2016,27,07/09/2016,1326,2016-07-09T04:00:00Z,7
New Jersey,2016,28,07/16/2016,1270,2016-07-16T04:00:00Z,7
New Jersey,2016,29,07/23/2016,1251,2016-07-23T04:00:00Z,7
New Jersey,2016,30,07/30/2016,1308,2016-07-30T04:00:00Z,7
New Jersey,2016,31,08/06/2016,1278,2016-08-06T04:00:00Z,8
New Jersey,2016,32,08/13/2016,1321,2016-08-13T04:00:00Z,8
New Jersey,2016,33,08/20/2016,1333,2016-08-20T04:00:00Z,8
New Jersey,2016,34,08/27/2016,1349,2016-08-27T04:00:00Z,8
New Jersey,2016,35,09/03/2016,1311,2016-09-03T04:00:00Z,9
New Jersey,2016,36,09/10/2016,1278,2016-09-10T04:00:00Z,9
New Jersey,2016,37,09/17/2016,1330,2016-09-17T04:00:00Z,9
New Jersey,2016,38,09/24/2016,1258,2016-09-24T04:00:00Z,9
New Jersey,2016,39,10/01/2016,1303,2016-10-01T04:00:00Z,10
New Jersey,2016,40,10/08/2016,1367,2016-10-08T04:00:00Z,10
New Jersey,2016,41,10/15/2016,1354,2016-10-15T04:00:00Z,10
New Jersey,2016,42,10/22/2016,1441,2016-10-22T04:00:00Z,10
New Jersey,2016,43,10/29/2016,1405,2016-10-29T04:00:00Z,10
