state,year,week,date2,deaths,date,month
District of Columbia,2016,35,09/03/2016,113,2016-09-03T04:00:00Z,9
District of Columbia,2016,36,09/10/2016,109,2016-09-10T04:00:00Z,9
District of Columbia,2016,37,09/17/2016,101,2016-09-17T04:00:00Z,9
District of Columbia,2016,38,09/24/2016,132,2016-09-24T04:00:00Z,9
District of Columbia,2016,39,10/01/2016,127,2016-10-01T04:00:00Z,10
District of Columbia,2016,40,10/08/2016,126,2016-10-08T04:00:00Z,10
District of Columbia,2016,41,10/15/2016,107,2016-10-15T04:00:00Z,10
District of Columbia,2016,42,10/22/2016,112,2016-10-22T04:00:00Z,10
District of Columbia,2016,43,10/29/2016,114,2016-10-29T04:00:00Z,10
District of Columbia,2016,44,11/05/2016,114,2016-11-05T04:00:00Z,11
District of Columbia,2016,45,11/12/2016,115,2016-11-12T05:00:00Z,11
District of Columbia,2016,46,11/19/2016,134,2016-11-19T05:00:00Z,11
District of Columbia,2016,47,11/26/2016,123,2016-11-26T05:00:00Z,11
District of Columbia,2016,48,12/03/2016,138,2016-12-03T05:00:00Z,12
District of Columbia,2016,49,12/10/2016,147,2016-12-10T05:00:00Z,12
District of Columbia,2016,50,12/17/2016,122,2016-12-17T05:00:00Z,12
District of Columbia,2016,51,12/24/2016,144,2016-12-24T05:00:00Z,12
District of Columbia,2016,52,12/31/2016,114,2016-12-31T05:00:00Z,12
District of Columbia,2017,1,01/07/2017,133,2017-01-07T05:00:00Z,1
District of Columbia,2017,2,01/14/2017,127,2017-01-14T05:00:00Z,1
District of Columbia,2017,3,01/21/2017,125,2017-01-21T05:00:00Z,1
District of Columbia,2017,4,01/28/2017,119,2017-01-28T05:00:00Z,1
District of Columbia,2017,5,02/04/2017,128,2017-02-04T05:00:00Z,2
District of Columbia,2017,6,02/11/2017,123,2017-02-11T05:00:00Z,2
District of Columbia,2017,7,02/18/2017,147,2017-02-18T05:00:00Z,2
District of Columbia,2017,8,02/25/2017,125,2017-02-25T05:00:00Z,2
District of Columbia,2017,9,03/04/2017,133,2017-03-04T05:00:00Z,3
District of Columbia,2017,10,03/11/2017,136,2017-03-11T05:00:00Z,3
District of Columbia,2017,11,03/18/2017,115,2017-03-18T04:00:00Z,3
District of Columbia,2017,12,03/25/2017,137,2017-03-25T04:00:00Z,3
District of Columbia,2017,13,04/01/2017,129,2017-04-01T04:00:00Z,4
District of Columbia,2017,14,04/08/2017,119,2017-04-08T04:00:00Z,4
District of Columbia,2017,15,04/15/2017,123,2017-04-15T04:00:00Z,4
District of Columbia,2017,16,04/22/2017,134,2017-04-22T04:00:00Z,4
District of Columbia,2017,17,04/29/2017,134,2017-04-29T04:00:00Z,4
District of Columbia,2017,18,05/06/2017,112,2017-05-06T04:00:00Z,5
District of Columbia,2017,19,05/13/2017,117,2017-05-13T04:00:00Z,5
District of Columbia,2017,20,05/20/2017,127,2017-05-20T04:00:00Z,5
District of Columbia,2017,21,05/27/2017,99,2017-05-27T04:00:00Z,5
District of Columbia,2017,22,06/03/2017,130,2017-06-03T04:00:00Z,6
District of Columbia,2017,23,06/10/2017,115,2017-06-10T04:00:00Z,6
District of Columbia,2017,24,06/17/2017,105,2017-06-17T04:00:00Z,6
District of Columbia,2017,25,06/24/2017,105,2017-06-24T04:00:00Z,6
District of Columbia,2017,26,07/01/2017,128,2017-07-01T04:00:00Z,7
District of Columbia,2017,27,07/08/2017,111,2017-07-08T04:00:00Z,7
District of Columbia,2017,28,07/15/2017,120,2017-07-15T04:00:00Z,7
District of Columbia,2017,29,07/22/2017,109,2017-07-22T04:00:00Z,7
District of Columbia,2017,30,07/29/2017,92,2017-07-29T04:00:00Z,7
District of Columbia,2017,31,08/05/2017,111,2017-08-05T04:00:00Z,8
District of Columbia,2017,32,08/12/2017,113,2017-08-12T04:00:00Z,8
District of Columbia,2017,33,08/19/2017,110,2017-08-19T04:00:00Z,8
District of Columbia,2017,34,08/26/2017,102,2017-08-26T04:00:00Z,8
District of Columbia,2017,35,09/02/2017,118,2017-09-02T04:00:00Z,9
District of Columbia,2017,36,09/09/2017,114,2017-09-09T04:00:00Z,9
District of Columbia,2017,37,09/16/2017,113,2017-09-16T04:00:00Z,9
District of Columbia,2017,38,09/23/2017,117,2017-09-23T04:00:00Z,9
District of Columbia,2017,39,09/30/2017,121,2017-09-30T04:00:00Z,9
District of Columbia,2017,40,10/07/2017,115,2017-10-07T04:00:00Z,10
District of Columbia,2017,41,10/14/2017,128,2017-10-14T04:00:00Z,10
District of Columbia,2017,42,10/21/2017,119,2017-10-21T04:00:00Z,10
District of Columbia,2017,43,10/28/2017,101,2017-10-28T04:00:00Z,10
District of Columbia,2017,44,11/04/2017,98,2017-11-04T04:00:00Z,11
District of Columbia,2017,45,11/11/2017,123,2017-11-11T05:00:00Z,11
District of Columbia,2017,46,11/18/2017,112,2017-11-18T05:00:00Z,11
District of Columbia,2017,47,11/25/2017,114,2017-11-25T05:00:00Z,11
District of Columbia,2017,48,12/02/2017,116,2017-12-02T05:00:00Z,12
District of Columbia,2017,49,12/09/2017,129,2017-12-09T05:00:00Z,12
District of Columbia,2017,50,12/16/2017,123,2017-12-16T05:00:00Z,12
District of Columbia,2017,51,12/23/2017,134,2017-12-23T05:00:00Z,12
District of Columbia,2017,52,12/30/2017,126,2017-12-30T05:00:00Z,12
District of Columbia,2018,1,01/06/2018,155,2018-01-06T05:00:00Z,1
District of Columbia,2018,2,01/13/2018,157,2018-01-13T05:00:00Z,1
District of Columbia,2018,3,01/20/2018,121,2018-01-20T05:00:00Z,1
District of Columbia,2018,4,01/27/2018,136,2018-01-27T05:00:00Z,1
District of Columbia,2018,5,02/03/2018,139,2018-02-03T05:00:00Z,2
District of Columbia,2018,6,02/10/2018,145,2018-02-10T05:00:00Z,2
District of Columbia,2018,7,02/17/2018,130,2018-02-17T05:00:00Z,2
District of Columbia,2018,8,02/24/2018,95,2018-02-24T05:00:00Z,2
District of Columbia,2018,9,03/03/2018,127,2018-03-03T05:00:00Z,3
District of Columbia,2018,10,03/10/2018,112,2018-03-10T05:00:00Z,3
District of Columbia,2018,11,03/17/2018,118,2018-03-17T04:00:00Z,3
District of Columbia,2018,12,03/24/2018,112,2018-03-24T04:00:00Z,3
District of Columbia,2018,13,03/31/2018,135,2018-03-31T04:00:00Z,3
District of Columbia,2018,14,04/07/2018,120,2018-04-07T04:00:00Z,4
District of Columbia,2018,15,04/14/2018,115,2018-04-14T04:00:00Z,4
District of Columbia,2018,16,04/21/2018,109,2018-04-21T04:00:00Z,4
District of Columbia,2018,17,04/28/2018,124,2018-04-28T04:00:00Z,4
District of Columbia,2018,18,05/05/2018,135,2018-05-05T04:00:00Z,5
District of Columbia,2018,19,05/12/2018,107,2018-05-12T04:00:00Z,5
District of Columbia,2018,20,05/19/2018,104,2018-05-19T04:00:00Z,5
District of Columbia,2018,21,05/26/2018,117,2018-05-26T04:00:00Z,5
District of Columbia,2018,22,06/02/2018,106,2018-06-02T04:00:00Z,6
District of Columbia,2018,23,06/09/2018,113,2018-06-09T04:00:00Z,6
District of Columbia,2018,24,06/16/2018,114,2018-06-16T04:00:00Z,6
District of Columbia,2018,25,06/23/2018,105,2018-06-23T04:00:00Z,6
District of Columbia,2018,26,06/30/2018,121,2018-06-30T04:00:00Z,6
District of Columbia,2018,27,07/07/2018,102,2018-07-07T04:00:00Z,7
District of Columbia,2018,28,07/14/2018,115,2018-07-14T04:00:00Z,7
District of Columbia,2018,29,07/21/2018,125,2018-07-21T04:00:00Z,7
District of Columbia,2018,30,07/28/2018,102,2018-07-28T04:00:00Z,7
District of Columbia,2018,31,08/04/2018,132,2018-08-04T04:00:00Z,8
District of Columbia,2018,32,08/11/2018,109,2018-08-11T04:00:00Z,8
District of Columbia,2018,33,08/18/2018,114,2018-08-18T04:00:00Z,8
District of Columbia,2018,34,08/25/2018,111,2018-08-25T04:00:00Z,8
District of Columbia,2018,35,09/01/2018,95,2018-09-01T04:00:00Z,9
District of Columbia,2018,36,09/08/2018,104,2018-09-08T04:00:00Z,9
District of Columbia,2018,37,09/15/2018,116,2018-09-15T04:00:00Z,9
District of Columbia,2018,38,09/22/2018,112,2018-09-22T04:00:00Z,9
District of Columbia,2018,39,09/29/2018,127,2018-09-29T04:00:00Z,9
District of Columbia,2018,40,10/06/2018,105,2018-10-06T04:00:00Z,10
District of Columbia,2018,41,10/13/2018,119,2018-10-13T04:00:00Z,10
District of Columbia,2018,42,10/20/2018,127,2018-10-20T04:00:00Z,10
District of Columbia,2018,43,10/27/2018,139,2018-10-27T04:00:00Z,10
District of Columbia,2018,44,11/03/2018,119,2018-11-03T04:00:00Z,11
District of Columbia,2018,45,11/10/2018,125,2018-11-10T05:00:00Z,11
District of Columbia,2018,46,11/17/2018,108,2018-11-17T05:00:00Z,11
District of Columbia,2018,47,11/24/2018,120,2018-11-24T05:00:00Z,11
District of Columbia,2018,48,12/01/2018,108,2018-12-01T05:00:00Z,12
District of Columbia,2018,49,12/08/2018,106,2018-12-08T05:00:00Z,12
District of Columbia,2018,50,12/15/2018,123,2018-12-15T05:00:00Z,12
District of Columbia,2018,51,12/22/2018,138,2018-12-22T05:00:00Z,12
District of Columbia,2018,52,12/29/2018,103,2018-12-29T05:00:00Z,12
Florida,2014,1,01/04/2014,2101,2014-01-04T05:00:00Z,1
Florida,2014,2,01/11/2014,3877,2014-01-11T05:00:00Z,1
Florida,2014,3,01/18/2014,3800,2014-01-18T05:00:00Z,1
Florida,2014,4,01/25/2014,3849,2014-01-25T05:00:00Z,1
Florida,2014,5,02/01/2014,3841,2014-02-01T05:00:00Z,2
Florida,2014,6,02/08/2014,3944,2014-02-08T05:00:00Z,2
Florida,2014,7,02/15/2014,3779,2014-02-15T05:00:00Z,2
Florida,2014,8,02/22/2014,3836,2014-02-22T05:00:00Z,2
Florida,2014,9,03/01/2014,3691,2014-03-01T05:00:00Z,3
Florida,2014,10,03/08/2014,3825,2014-03-08T05:00:00Z,3
Florida,2014,11,03/15/2014,3610,2014-03-15T04:00:00Z,3
Florida,2014,12,03/22/2014,3840,2014-03-22T04:00:00Z,3
Florida,2014,13,03/29/2014,3622,2014-03-29T04:00:00Z,3
Florida,2014,14,04/05/2014,3690,2014-04-05T04:00:00Z,4
Florida,2014,15,04/12/2014,3527,2014-04-12T04:00:00Z,4
Florida,2014,16,04/19/2014,3614,2014-04-19T04:00:00Z,4
Florida,2014,17,04/26/2014,3632,2014-04-26T04:00:00Z,4
Florida,2014,18,05/03/2014,3578,2014-05-03T04:00:00Z,5
Florida,2014,19,05/10/2014,3589,2014-05-10T04:00:00Z,5
Florida,2014,20,05/17/2014,3453,2014-05-17T04:00:00Z,5
Florida,2014,21,05/24/2014,3612,2014-05-24T04:00:00Z,5
Florida,2014,22,05/31/2014,3439,2014-05-31T04:00:00Z,5
Florida,2014,23,06/07/2014,3508,2014-06-07T04:00:00Z,6
Florida,2014,24,06/14/2014,3554,2014-06-14T04:00:00Z,6
Florida,2014,25,06/21/2014,3434,2014-06-21T04:00:00Z,6
Florida,2014,26,06/28/2014,3500,2014-06-28T04:00:00Z,6
Florida,2014,27,07/05/2014,3394,2014-07-05T04:00:00Z,7
Florida,2014,28,07/12/2014,3405,2014-07-12T04:00:00Z,7
Florida,2014,29,07/19/2014,3512,2014-07-19T04:00:00Z,7
Florida,2014,30,07/26/2014,3448,2014-07-26T04:00:00Z,7
Florida,2014,31,08/02/2014,3414,2014-08-02T04:00:00Z,8
Florida,2014,32,08/09/2014,3362,2014-08-09T04:00:00Z,8
Florida,2014,33,08/16/2014,3447,2014-08-16T04:00:00Z,8
Florida,2014,34,08/23/2014,3378,2014-08-23T04:00:00Z,8
Florida,2014,35,08/30/2014,3360,2014-08-30T04:00:00Z,8
Florida,2014,36,09/06/2014,3346,2014-09-06T04:00:00Z,9
Florida,2014,37,09/13/2014,3376,2014-09-13T04:00:00Z,9
Florida,2014,38,09/20/2014,3369,2014-09-20T04:00:00Z,9
Florida,2014,39,09/27/2014,3351,2014-09-27T04:00:00Z,9
Florida,2014,40,10/04/2014,3303,2014-10-04T04:00:00Z,10
Florida,2014,41,10/11/2014,3480,2014-10-11T04:00:00Z,10
Florida,2014,42,10/18/2014,3445,2014-10-18T04:00:00Z,10
Florida,2014,43,10/25/2014,3397,2014-10-25T04:00:00Z,10
Florida,2014,44,11/01/2014,3529,2014-11-01T04:00:00Z,11
Florida,2014,45,11/08/2014,3662,2014-11-08T05:00:00Z,11
Florida,2014,46,11/15/2014,3633,2014-11-15T05:00:00Z,11
Florida,2014,47,11/22/2014,3695,2014-11-22T05:00:00Z,11
Florida,2014,48,11/29/2014,3729,2014-11-29T05:00:00Z,11
Florida,2014,49,12/06/2014,3842,2014-12-06T05:00:00Z,12
Florida,2014,50,12/13/2014,3831,2014-12-13T05:00:00Z,12
Florida,2014,51,12/20/2014,4026,2014-12-20T05:00:00Z,12
Florida,2014,52,12/27/2014,4037,2014-12-27T05:00:00Z,12
Florida,2014,53,01/03/2015,4172,2015-01-03T05:00:00Z,1
Florida,2015,1,01/10/2015,4105,2015-01-10T05:00:00Z,1
Florida,2015,2,01/17/2015,4131,2015-01-17T05:00:00Z,1
Florida,2015,3,01/24/2015,4103,2015-01-24T05:00:00Z,1
Florida,2015,4,01/31/2015,4019,2015-01-31T05:00:00Z,1
Florida,2015,5,02/07/2015,4172,2015-02-07T05:00:00Z,2
Florida,2015,6,02/14/2015,4082,2015-02-14T05:00:00Z,2
Florida,2015,7,02/21/2015,4169,2015-02-21T05:00:00Z,2
Florida,2015,8,02/28/2015,4240,2015-02-28T05:00:00Z,2
Florida,2015,9,03/07/2015,3992,2015-03-07T05:00:00Z,3
Florida,2015,10,03/14/2015,4011,2015-03-14T04:00:00Z,3
Florida,2015,11,03/21/2015,4026,2015-03-21T04:00:00Z,3
Florida,2015,12,03/28/2015,3895,2015-03-28T04:00:00Z,3
Florida,2015,13,04/04/2015,3969,2015-04-04T04:00:00Z,4
Florida,2015,14,04/11/2015,3731,2015-04-11T04:00:00Z,4
Florida,2015,15,04/18/2015,3822,2015-04-18T04:00:00Z,4
Florida,2015,16,04/25/2015,3695,2015-04-25T04:00:00Z,4
Florida,2015,17,05/02/2015,3647,2015-05-02T04:00:00Z,5
Florida,2015,18,05/09/2015,3825,2015-05-09T04:00:00Z,5
Florida,2015,19,05/16/2015,3796,2015-05-16T04:00:00Z,5
Florida,2015,20,05/23/2015,3566,2015-05-23T04:00:00Z,5
Florida,2015,21,05/30/2015,3628,2015-05-30T04:00:00Z,5
Florida,2015,22,06/06/2015,3525,2015-06-06T04:00:00Z,6
Florida,2015,23,06/13/2015,3581,2015-06-13T04:00:00Z,6
Florida,2015,24,06/20/2015,3625,2015-06-20T04:00:00Z,6
Florida,2015,25,06/27/2015,3567,2015-06-27T04:00:00Z,6
Florida,2015,26,07/04/2015,3510,2015-07-04T04:00:00Z,7
Florida,2015,27,07/11/2015,3607,2015-07-11T04:00:00Z,7
Florida,2015,28,07/18/2015,3493,2015-07-18T04:00:00Z,7
Florida,2015,29,07/25/2015,3550,2015-07-25T04:00:00Z,7
Florida,2015,30,08/01/2015,3475,2015-08-01T04:00:00Z,8
Florida,2015,31,08/08/2015,3561,2015-08-08T04:00:00Z,8
Florida,2015,32,08/15/2015,3487,2015-08-15T04:00:00Z,8
Florida,2015,33,08/22/2015,3528,2015-08-22T04:00:00Z,8
Florida,2015,34,08/29/2015,3442,2015-08-29T04:00:00Z,8
Florida,2015,35,09/05/2015,3511,2015-09-05T04:00:00Z,9
Florida,2015,36,09/12/2015,3507,2015-09-12T04:00:00Z,9
Florida,2015,37,09/19/2015,3507,2015-09-19T04:00:00Z,9
Florida,2015,38,09/26/2015,3637,2015-09-26T04:00:00Z,9
Florida,2015,39,10/03/2015,3488,2015-10-03T04:00:00Z,10
Florida,2015,40,10/10/2015,3591,2015-10-10T04:00:00Z,10
Florida,2015,41,10/17/2015,3509,2015-10-17T04:00:00Z,10
Florida,2015,42,10/24/2015,3599,2015-10-24T04:00:00Z,10
Florida,2015,43,10/31/2015,3511,2015-10-31T04:00:00Z,10
Florida,2015,44,11/07/2015,3625,2015-11-07T05:00:00Z,11
Florida,2015,45,11/14/2015,3443,2015-11-14T05:00:00Z,11
Florida,2015,46,11/21/2015,3236,2015-11-21T05:00:00Z,11
Florida,2015,47,11/28/2015,3346,2015-11-28T05:00:00Z,11
Florida,2015,48,12/05/2015,3690,2015-12-05T05:00:00Z,12
Florida,2015,49,12/12/2015,3741,2015-12-12T05:00:00Z,12
Florida,2015,50,12/19/2015,3732,2015-12-19T05:00:00Z,12
Florida,2015,51,12/26/2015,3836,2015-12-26T05:00:00Z,12
Florida,2015,52,01/02/2016,3767,2016-01-02T05:00:00Z,1
Florida,2016,1,01/09/2016,3910,2016-01-09T05:00:00Z,1
Florida,2016,2,01/16/2016,3937,2016-01-16T05:00:00Z,1
Florida,2016,3,01/23/2016,4053,2016-01-23T05:00:00Z,1
Florida,2016,4,01/30/2016,4053,2016-01-30T05:00:00Z,1
Florida,2016,5,02/06/2016,4119,2016-02-06T05:00:00Z,2
Florida,2016,6,02/13/2016,4213,2016-02-13T05:00:00Z,2
Florida,2016,7,02/20/2016,4118,2016-02-20T05:00:00Z,2
Florida,2016,8,02/27/2016,4200,2016-02-27T05:00:00Z,2
Florida,2016,9,03/05/2016,4224,2016-03-05T05:00:00Z,3
Florida,2016,10,03/12/2016,4298,2016-03-12T05:00:00Z,3
Florida,2016,11,03/19/2016,4193,2016-03-19T04:00:00Z,3
Florida,2016,12,03/26/2016,4091,2016-03-26T04:00:00Z,3
Florida,2016,13,04/02/2016,3986,2016-04-02T04:00:00Z,4
Florida,2016,14,04/09/2016,4052,2016-04-09T04:00:00Z,4
Florida,2016,15,04/16/2016,3884,2016-04-16T04:00:00Z,4
Florida,2016,16,04/23/2016,3883,2016-04-23T04:00:00Z,4
Florida,2016,17,04/30/2016,3771,2016-04-30T04:00:00Z,4
Florida,2016,18,05/07/2016,3802,2016-05-07T04:00:00Z,5
Florida,2016,19,05/14/2016,3793,2016-05-14T04:00:00Z,5
Florida,2016,20,05/21/2016,3700,2016-05-21T04:00:00Z,5
Florida,2016,21,05/28/2016,3665,2016-05-28T04:00:00Z,5
Florida,2016,22,06/04/2016,3714,2016-06-04T04:00:00Z,6
Florida,2016,23,06/11/2016,3545,2016-06-11T04:00:00Z,6
Florida,2016,24,06/18/2016,3728,2016-06-18T04:00:00Z,6
Florida,2016,25,06/25/2016,3529,2016-06-25T04:00:00Z,6
Florida,2016,26,07/02/2016,3589,2016-07-02T04:00:00Z,7
Florida,2016,27,07/09/2016,3648,2016-07-09T04:00:00Z,7
Florida,2016,28,07/16/2016,3741,2016-07-16T04:00:00Z,7
Florida,2016,29,07/23/2016,3673,2016-07-23T04:00:00Z,7
Florida,2016,30,07/30/2016,3584,2016-07-30T04:00:00Z,7
Florida,2016,31,08/06/2016,3642,2016-08-06T04:00:00Z,8
Florida,2016,32,08/13/2016,3637,2016-08-13T04:00:00Z,8
Florida,2016,33,08/20/2016,3585,2016-08-20T04:00:00Z,8
Florida,2016,34,08/27/2016,3559,2016-08-27T04:00:00Z,8
Florida,2016,35,09/03/2016,3672,2016-09-03T04:00:00Z,9
Florida,2016,36,09/10/2016,3624,2016-09-10T04:00:00Z,9
Florida,2016,37,09/17/2016,3577,2016-09-17T04:00:00Z,9
Florida,2016,38,09/24/2016,3612,2016-09-24T04:00:00Z,9
Florida,2016,39,10/01/2016,3627,2016-10-01T04:00:00Z,10
Florida,2016,40,10/08/2016,3637,2016-10-08T04:00:00Z,10
Florida,2016,41,10/15/2016,3650,2016-10-15T04:00:00Z,10
Florida,2016,42,10/22/2016,3814,2016-10-22T04:00:00Z,10
Florida,2016,43,10/29/2016,3622,2016-10-29T04:00:00Z,10
Florida,2016,44,11/05/2016,3740,2016-11-05T04:00:00Z,11
Florida,2016,45,11/12/2016,3831,2016-11-12T05:00:00Z,11
Florida,2016,46,11/19/2016,3821,2016-11-19T05:00:00Z,11
Florida,2016,47,11/26/2016,3954,2016-11-26T05:00:00Z,11
Florida,2016,48,12/03/2016,3965,2016-12-03T05:00:00Z,12
Florida,2016,49,12/10/2016,3877,2016-12-10T05:00:00Z,12
Florida,2016,50,12/17/2016,3902,2016-12-17T05:00:00Z,12
Florida,2016,51,12/24/2016,3830,2016-12-24T05:00:00Z,12
Florida,2016,52,12/31/2016,3936,2016-12-31T05:00:00Z,12
Florida,2017,1,01/07/2017,4153,2017-01-07T05:00:00Z,1
Florida,2017,2,01/14/2017,4337,2017-01-14T05:00:00Z,1
Florida,2017,3,01/21/2017,4237,2017-01-21T05:00:00Z,1
Florida,2017,4,01/28/2017,4039,2017-01-28T05:00:00Z,1
Florida,2017,5,02/04/2017,4333,2017-02-04T05:00:00Z,2
Florida,2017,6,02/11/2017,4154,2017-02-11T05:00:00Z,2
Florida,2017,7,02/18/2017,4295,2017-02-18T05:00:00Z,2
Florida,2017,8,02/25/2017,4354,2017-02-25T05:00:00Z,2
Florida,2017,9,03/04/2017,4139,2017-03-04T05:00:00Z,3
Florida,2017,10,03/11/2017,4314,2017-03-11T05:00:00Z,3
Florida,2017,11,03/18/2017,4067,2017-03-18T04:00:00Z,3
Florida,2017,12,03/25/2017,4357,2017-03-25T04:00:00Z,3
Florida,2017,13,04/01/2017,4140,2017-04-01T04:00:00Z,4
Florida,2017,14,04/08/2017,4106,2017-04-08T04:00:00Z,4
Florida,2017,15,04/15/2017,4089,2017-04-15T04:00:00Z,4
Florida,2017,16,04/22/2017,3943,2017-04-22T04:00:00Z,4
Florida,2017,17,04/29/2017,3929,2017-04-29T04:00:00Z,4
Florida,2017,18,05/06/2017,3884,2017-05-06T04:00:00Z,5
Florida,2017,19,05/13/2017,3816,2017-05-13T04:00:00Z,5
Florida,2017,20,05/20/2017,3807,2017-05-20T04:00:00Z,5
Florida,2017,21,05/27/2017,3752,2017-05-27T04:00:00Z,5
Florida,2017,22,06/03/2017,3836,2017-06-03T04:00:00Z,6
Florida,2017,23,06/10/2017,3774,2017-06-10T04:00:00Z,6
Florida,2017,24,06/17/2017,3625,2017-06-17T04:00:00Z,6
Florida,2017,25,06/24/2017,3807,2017-06-24T04:00:00Z,6
Florida,2017,26,07/01/2017,3770,2017-07-01T04:00:00Z,7
Florida,2017,27,07/08/2017,3763,2017-07-08T04:00:00Z,7
Florida,2017,28,07/15/2017,3671,2017-07-15T04:00:00Z,7
Florida,2017,29,07/22/2017,3672,2017-07-22T04:00:00Z,7
Florida,2017,30,07/29/2017,3645,2017-07-29T04:00:00Z,7
Florida,2017,31,08/05/2017,3688,2017-08-05T04:00:00Z,8
Florida,2017,32,08/12/2017,3854,2017-08-12T04:00:00Z,8
Florida,2017,33,08/19/2017,3815,2017-08-19T04:00:00Z,8
Florida,2017,34,08/26/2017,3637,2017-08-26T04:00:00Z,8
Florida,2017,35,09/02/2017,3590,2017-09-02T04:00:00Z,9
Florida,2017,36,09/09/2017,3800,2017-09-09T04:00:00Z,9
Florida,2017,37,09/16/2017,3864,2017-09-16T04:00:00Z,9
Florida,2017,38,09/23/2017,3937,2017-09-23T04:00:00Z,9
Florida,2017,39,09/30/2017,3836,2017-09-30T04:00:00Z,9
Florida,2017,40,10/07/2017,3901,2017-10-07T04:00:00Z,10
Florida,2017,41,10/14/2017,3818,2017-10-14T04:00:00Z,10
Florida,2017,42,10/21/2017,3796,2017-10-21T04:00:00Z,10
Florida,2017,43,10/28/2017,3849,2017-10-28T04:00:00Z,10
Florida,2017,44,11/04/2017,3985,2017-11-04T04:00:00Z,11
Florida,2017,45,11/11/2017,3891,2017-11-11T05:00:00Z,11
Florida,2017,46,11/18/2017,3943,2017-11-18T05:00:00Z,11
Florida,2017,47,11/25/2017,3912,2017-11-25T05:00:00Z,11
Florida,2017,48,12/02/2017,3999,2017-12-02T05:00:00Z,12
Florida,2017,49,12/09/2017,3914,2017-12-09T05:00:00Z,12
Florida,2017,50,12/16/2017,4208,2017-12-16T05:00:00Z,12
Florida,2017,51,12/23/2017,4277,2017-12-23T05:00:00Z,12
Florida,2017,52,12/30/2017,4211,2017-12-30T05:00:00Z,12
Florida,2018,1,01/06/2018,4480,2018-01-06T05:00:00Z,1
Florida,2018,2,01/13/2018,4696,2018-01-13T05:00:00Z,1
Florida,2018,3,01/20/2018,4719,2018-01-20T05:00:00Z,1
Florida,2018,4,01/27/2018,4669,2018-01-27T05:00:00Z,1
Florida,2018,5,02/03/2018,4722,2018-02-03T05:00:00Z,2
Florida,2018,6,02/10/2018,4658,2018-02-10T05:00:00Z,2
Florida,2018,7,02/17/2018,4493,2018-02-17T05:00:00Z,2
Florida,2018,8,02/24/2018,4231,2018-02-24T05:00:00Z,2
Florida,2018,9,03/03/2018,4231,2018-03-03T05:00:00Z,3
Florida,2018,10,03/10/2018,4151,2018-03-10T05:00:00Z,3
Florida,2018,11,03/17/2018,4317,2018-03-17T04:00:00Z,3
Florida,2018,12,03/24/2018,4197,2018-03-24T04:00:00Z,3
Florida,2018,13,03/31/2018,4136,2018-03-31T04:00:00Z,3
Florida,2018,14,04/07/2018,4158,2018-04-07T04:00:00Z,4
Florida,2018,15,04/14/2018,4014,2018-04-14T04:00:00Z,4
Florida,2018,16,04/21/2018,3997,2018-04-21T04:00:00Z,4
Florida,2018,17,04/28/2018,3893,2018-04-28T04:00:00Z,4
Florida,2018,18,05/05/2018,3961,2018-05-05T04:00:00Z,5
Florida,2018,19,05/12/2018,3857,2018-05-12T04:00:00Z,5
Florida,2018,20,05/19/2018,3799,2018-05-19T04:00:00Z,5
Florida,2018,21,05/26/2018,3678,2018-05-26T04:00:00Z,5
Florida,2018,22,06/02/2018,3903,2018-06-02T04:00:00Z,6
Florida,2018,23,06/09/2018,3918,2018-06-09T04:00:00Z,6
Florida,2018,24,06/16/2018,3793,2018-06-16T04:00:00Z,6
Florida,2018,25,06/23/2018,3816,2018-06-23T04:00:00Z,6
Florida,2018,26,06/30/2018,3722,2018-06-30T04:00:00Z,6
Florida,2018,27,07/07/2018,4021,2018-07-07T04:00:00Z,7
Florida,2018,28,07/14/2018,3675,2018-07-14T04:00:00Z,7
Florida,2018,29,07/21/2018,3702,2018-07-21T04:00:00Z,7
Florida,2018,30,07/28/2018,3633,2018-07-28T04:00:00Z,7
Florida,2018,31,08/04/2018,3686,2018-08-04T04:00:00Z,8
Florida,2018,32,08/11/2018,3725,2018-08-11T04:00:00Z,8
Florida,2018,33,08/18/2018,3566,2018-08-18T04:00:00Z,8
Florida,2018,34,08/25/2018,3624,2018-08-25T04:00:00Z,8
Florida,2018,35,09/01/2018,3698,2018-09-01T04:00:00Z,9
Florida,2018,36,09/08/2018,3677,2018-09-08T04:00:00Z,9
Florida,2018,37,09/15/2018,3886,2018-09-15T04:00:00Z,9
Florida,2018,38,09/22/2018,3742,2018-09-22T04:00:00Z,9
Florida,2018,39,09/29/2018,3765,2018-09-29T04:00:00Z,9
Florida,2018,40,10/06/2018,3769,2018-10-06T04:00:00Z,10
Florida,2018,41,10/13/2018,3787,2018-10-13T04:00:00Z,10
Florida,2018,42,10/20/2018,3712,2018-10-20T04:00:00Z,10
Florida,2018,43,10/27/2018,3875,2018-10-27T04:00:00Z,10
Florida,2018,44,11/03/2018,3750,2018-11-03T04:00:00Z,11
Florida,2018,45,11/10/2018,3814,2018-11-10T05:00:00Z,11
Florida,2018,46,11/17/2018,3947,2018-11-17T05:00:00Z,11
Florida,2018,47,11/24/2018,3877,2018-11-24T05:00:00Z,11
Florida,2018,48,12/01/2018,3934,2018-12-01T05:00:00Z,12
Florida,2018,49,12/08/2018,4154,2018-12-08T05:00:00Z,12
Florida,2018,50,12/15/2018,4151,2018-12-15T05:00:00Z,12
